"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:0042059"	"negative regulation of epidermal growth factor receptor signaling pathway"	0.037230937510548	0.109218604659107	1
"GO:0045061"	"thymic T cell selection"	0.037230937510548	0.109218604659107	1
"GO:0046639"	"negative regulation of alpha-beta T cell differentiation"	0.037230937510548	0.109218604659107	1
"GO:0043542"	"endothelial cell migration"	0.0381338170426338	0.11151434826032	1
"GO:0000737"	"DNA catabolic process, endonucleolytic"	0.038535321358151	0.111632009059394	1
"GO:0032891"	"negative regulation of organic acid transport"	0.038535321358151	0.111632009059394	1
"GO:0033198"	"response to ATP"	0.038535321358151	0.111632009059394	1
"GO:0097529"	"myeloid leukocyte migration"	0.0387421033658815	0.111881401308948	1
"GO:0002706"	"regulation of lymphocyte mediated immunity"	0.0393541263416654	0.11259088557883	1
"GO:0010155"	"regulation of proton transport"	0.0398379832468784	0.11259088557883	1
"GO:0034123"	"positive regulation of toll-like receptor signaling pathway"	0.0398379832468784	0.11259088557883	1
"GO:0060343"	"trabecula formation"	0.0398379832468784	0.11259088557883	1
"GO:0061099"	"negative regulation of protein tyrosine kinase activity"	0.0398379832468784	0.11259088557883	1
"GO:0090208"	"positive regulation of triglyceride metabolic process"	0.0398379832468784	0.11259088557883	1
"GO:1901185"	"negative regulation of ERBB signaling pathway"	0.0398379832468784	0.11259088557883	1
"GO:1901617"	"organic hydroxy compound biosynthetic process"	0.0399698624518919	0.112620250738309	1
"GO:0002064"	"epithelial cell development"	0.0402791156087499	0.113147697482761	1
"GO:0021952"	"central nervous system projection neuron axonogenesis"	0.0411389253902006	0.114178993523102	1
"GO:0030262"	"apoptotic nuclear changes"	0.0411389253902006	0.114178993523102	1
"GO:0035767"	"endothelial cell chemotaxis"	0.0411389253902006	0.114178993523102	1
"GO:0048535"	"lymph node development"	0.0411389253902006	0.114178993523102	1
"GO:0010632"	"regulation of epithelial cell migration"	0.0421538424324069	0.114779008066125	1
"GO:0031348"	"negative regulation of defense response"	0.0421538424324069	0.114779008066125	1
"GO:0006921"	"cellular component disassembly involved in execution phase of apoptosis"	0.0424381499988157	0.114779008066125	1
"GO:0010875"	"positive regulation of cholesterol efflux"	0.0424381499988157	0.114779008066125	1
"GO:0032371"	"regulation of sterol transport"	0.0424381499988157	0.114779008066125	1
"GO:0032374"	"regulation of cholesterol transport"	0.0424381499988157	0.114779008066125	1
"GO:0032673"	"regulation of interleukin-4 production"	0.0424381499988157	0.114779008066125	1
"GO:0043372"	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	0.0424381499988157	0.114779008066125	1
"GO:0045088"	"regulation of innate immune response"	0.0424694711614682	0.114779008066125	1
"GO:0036293"	"response to decreased oxygen levels"	0.0427859991262967	0.115298317413015	1
"GO:0050670"	"regulation of lymphocyte proliferation"	0.0434217412783238	0.116672330913061	1
"GO:0033032"	"regulation of myeloid cell apoptotic process"	0.0437356592806604	0.116838490354963	1
"GO:1903792"	"negative regulation of anion transport"	0.0437356592806604	0.116838490354963	1
"GO:0051259"	"protein complex oligomerization"	0.0443820271451096	0.117258874139663	1
"GO:0032944"	"regulation of mononuclear cell proliferation"	0.044703890400031	0.117258874139663	1
"GO:0002438"	"acute inflammatory response to antigenic stimulus"	0.0450314554409064	0.117258874139663	1
"GO:0036037"	"CD8-positive, alpha-beta T cell activation"	0.0450314554409064	0.117258874139663	1
"GO:0045672"	"positive regulation of osteoclast differentiation"	0.0450314554409064	0.117258874139663	1
"GO:0050482"	"arachidonic acid secretion"	0.0450314554409064	0.117258874139663	1
"GO:0060117"	"auditory receptor cell development"	0.0450314554409064	0.117258874139663	1
"GO:1903963"	"arachidonate transport"	0.0450314554409064	0.117258874139663	1
"GO:2000406"	"positive regulation of T cell migration"	0.0450314554409064	0.117258874139663	1
"GO:0006308"	"DNA catabolic process"	0.0463255406819701	0.118957828842621	1
"GO:0061436"	"establishment of skin barrier"	0.0463255406819701	0.118957828842621	1
"GO:0070269"	"pyroptosis"	0.0463255406819701	0.118957828842621	1
"GO:0071985"	"multivesicular body sorting pathway"	0.0463255406819701	0.118957828842621	1
"GO:2000272"	"negative regulation of signaling receptor activity"	0.0463255406819701	0.118957828842621	1
"GO:0043547"	"positive regulation of GTPase activity"	0.0469813939061861	0.120308707599543	1
"GO:0019058"	"viral life cycle"	0.0486340247747878	0.123875028242234	1
"GO:0046677"	"response to antibiotic"	0.0489085872024353	0.123875028242234	1
"GO:0061384"	"heart trabecula morphogenesis"	0.0489085872024353	0.123875028242234	1
"GO:2000191"	"regulation of fatty acid transport"	0.0489085872024353	0.123875028242234	1
"GO:0045444"	"fat cell differentiation"	0.0496357731277395	0.125374282532465	1
"GO:0042832"	"defense response to protozoan"	0.0501975528729049	0.125431133979549	1
"GO:0055090"	"acylglycerol homeostasis"	0.0501975528729049	0.125431133979549	1
"GO:0070328"	"triglyceride homeostasis"	0.0501975528729049	0.125431133979549	1
"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	0.050307796738531	0.125431133979549	1
"GO:0070663"	"regulation of leukocyte proliferation"	0.0513220643152731	0.125431133979549	1
"GO:0071375"	"cellular response to peptide hormone stimulus"	0.0513220643152731	0.125431133979549	1
"GO:0019432"	"triglyceride biosynthetic process"	0.0514848164063343	0.125431133979549	1
"GO:0032633"	"interleukin-4 production"	0.0514848164063343	0.125431133979549	1
"GO:0033028"	"myeloid cell apoptotic process"	0.0514848164063343	0.125431133979549	1
"GO:0033238"	"regulation of cellular amine metabolic process"	0.0514848164063343	0.125431133979549	1
"GO:0070884"	"regulation of calcineurin-NFAT signaling cascade"	0.0514848164063343	0.125431133979549	1
"GO:0071542"	"dopaminergic neuron differentiation"	0.0514848164063343	0.125431133979549	1
"GO:2000403"	"positive regulation of lymphocyte migration"	0.0514848164063343	0.125431133979549	1
"GO:0044403"	"biological process involved in symbiotic interaction"	0.0523437449676836	0.125431133979549	1
"GO:0002021"	"response to dietary excess"	0.0527703799913961	0.125431133979549	1
"GO:0002861"	"regulation of inflammatory response to antigenic stimulus"	0.0527703799913961	0.125431133979549	1
"GO:0042119"	"neutrophil activation"	0.0527703799913961	0.125431133979549	1
"GO:0048265"	"response to pain"	0.0527703799913961	0.125431133979549	1
"GO:0050850"	"positive regulation of calcium-mediated signaling"	0.0527703799913961	0.125431133979549	1
"GO:0106056"	"regulation of calcineurin-mediated signaling"	0.0527703799913961	0.125431133979549	1
"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	0.0527703799913961	0.125431133979549	1
"GO:1905332"	"positive regulation of morphogenesis of an epithelium"	0.0527703799913961	0.125431133979549	1
"GO:2000516"	"positive regulation of CD4-positive, alpha-beta T cell activation"	0.0527703799913961	0.125431133979549	1
"GO:0034599"	"cellular response to oxidative stress"	0.0530289475638115	0.125604598424327	1
"GO:0002446"	"neutrophil mediated immunity"	0.0540542458140251	0.125604598424327	1
"GO:0032689"	"negative regulation of interferon-gamma production"	0.0540542458140251	0.125604598424327	1
"GO:0032733"	"positive regulation of interleukin-10 production"	0.0540542458140251	0.125604598424327	1
"GO:0033561"	"regulation of water loss via skin"	0.0540542458140251	0.125604598424327	1
"GO:0043368"	"positive T cell selection"	0.0540542458140251	0.125604598424327	1
"GO:0045954"	"positive regulation of natural killer cell mediated cytotoxicity"	0.0540542458140251	0.125604598424327	1
"GO:0046627"	"negative regulation of insulin receptor signaling pathway"	0.0540542458140251	0.125604598424327	1
"GO:0006650"	"glycerophospholipid metabolic process"	0.054062820681021	0.125604598424327	1
"GO:0001562"	"response to protozoan"	0.0553364160574218	0.1276041235951	1
"GO:0018149"	"peptide cross-linking"	0.0553364160574218	0.1276041235951	1
"GO:0048730"	"epidermis morphogenesis"	0.0553364160574218	0.1276041235951	1
"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	0.0566168929020542	0.128636911078932	1
"GO:0009309"	"amine biosynthetic process"	0.0566168929020542	0.128636911078932	1
"GO:0010874"	"regulation of cholesterol efflux"	0.0566168929020542	0.128636911078932	1
"GO:0042401"	"cellular biogenic amine biosynthetic process"	0.0566168929020542	0.128636911078932	1
"GO:0046636"	"negative regulation of alpha-beta T cell activation"	0.0566168929020542	0.128636911078932	1
"GO:0048873"	"homeostasis of number of cells within a tissue"	0.0566168929020542	0.128636911078932	1
"GO:0007616"	"long-term memory"	0.0578956785256621	0.12994986439053	1
"GO:0021955"	"central nervous system neuron axonogenesis"	0.0578956785256621	0.12994986439053	1
"GO:0033059"	"cellular pigmentation"	0.0578956785256621	0.12994986439053	1
"GO:0042789"	"mRNA transcription by RNA polymerase II"	0.0578956785256621	0.12994986439053	1
"GO:1901998"	"toxin transport"	0.0578956785256621	0.12994986439053	1
"GO:0097009"	"energy homeostasis"	0.0591727751032598	0.132495561644256	1
"GO:0034142"	"toll-like receptor 4 signaling pathway"	0.0604481848071418	0.133736198845395	1
"GO:0036230"	"granulocyte activation"	0.0604481848071418	0.133736198845395	1
"GO:0042417"	"dopamine metabolic process"	0.0604481848071418	0.133736198845395	1
"GO:0060122"	"inner ear receptor cell stereocilium organization"	0.0604481848071418	0.133736198845395	1
"GO:1900077"	"negative regulation of cellular response to insulin stimulus"	0.0604481848071418	0.133736198845395	1
"GO:0001818"	"negative regulation of cytokine production"	0.0607753582520435	0.134139897856296	1
"GO:0022409"	"positive regulation of cell-cell adhesion"	0.0614980456996911	0.13462637739054	1
"GO:0043277"	"apoptotic cell clearance"	0.0617219098068819	0.13462637739054	1
"GO:0062208"	"positive regulation of pattern recognition receptor signaling pathway"	0.0617219098068819	0.13462637739054	1
"GO:0120163"	"negative regulation of cold-induced thermogenesis"	0.0617219098068819	0.13462637739054	1
"GO:2000404"	"regulation of T cell migration"	0.0617219098068819	0.13462637739054	1
"GO:0031349"	"positive regulation of defense response"	0.0629523640141339	0.134862341232513	1
"GO:0070482"	"response to oxygen levels"	0.0629523640141339	0.134862341232513	1
"GO:0003382"	"epithelial cell morphogenesis"	0.0629939522693398	0.134862341232513	1
"GO:0009409"	"response to cold"	0.0629939522693398	0.134862341232513	1
"GO:0033628"	"regulation of cell adhesion mediated by integrin"	0.0629939522693398	0.134862341232513	1
"GO:0042304"	"regulation of fatty acid biosynthetic process"	0.0629939522693398	0.134862341232513	1
"GO:0045923"	"positive regulation of fatty acid metabolic process"	0.0629939522693398	0.134862341232513	1
"GO:0048246"	"macrophage chemotaxis"	0.0629939522693398	0.134862341232513	1
"GO:0071222"	"cellular response to lipopolysaccharide"	0.0636839539829571	0.136025404014288	1
"GO:0019228"	"neuronal action potential"	0.0642643143586642	0.136635365620371	1
"GO:0033173"	"calcineurin-NFAT signaling cascade"	0.0642643143586642	0.136635365620371	1
"GO:0050851"	"antigen receptor-mediated signaling pathway"	0.0644184707003582	0.136649707870096	1
"GO:0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	0.0655329982362937	0.137753037108944	1
"GO:0009299"	"mRNA transcription"	0.0655329982362937	0.137753037108944	1
"GO:0045806"	"negative regulation of endocytosis"	0.0655329982362937	0.137753037108944	1
"GO:1903426"	"regulation of reactive oxygen species biosynthetic process"	0.0655329982362937	0.137753037108944	1
"GO:0008089"	"anterograde axonal transport"	0.0668000060609628	0.139282863828133	1
"GO:0032309"	"icosanoid secretion"	0.0668000060609628	0.139282863828133	1
"GO:0090207"	"regulation of triglyceride metabolic process"	0.0668000060609628	0.139282863828133	1
"GO:0010631"	"epithelial cell migration"	0.0670120358871062	0.139282863828133	1
"GO:1901653"	"cellular response to peptide"	0.0670120358871062	0.139282863828133	1
"GO:0071219"	"cellular response to molecule of bacterial origin"	0.0673854014957767	0.139745564175805	1
"GO:0090132"	"epithelium migration"	0.0677594736969258	0.139903703258378	1
"GO:0032941"	"secretion by tissue"	0.0680653399887039	0.139903703258378	1
"GO:0046460"	"neutral lipid biosynthetic process"	0.0680653399887039	0.139903703258378	1
"GO:0046463"	"acylglycerol biosynthetic process"	0.0680653399887039	0.139903703258378	1
"GO:0090130"	"tissue migration"	0.0685097279576016	0.140323111384788	1
"GO:0043370"	"regulation of CD4-positive, alpha-beta T cell differentiation"	0.069329002172851	0.140323111384788	1
"GO:0043392"	"negative regulation of DNA binding"	0.069329002172851	0.140323111384788	1
"GO:0045907"	"positive regulation of vasoconstriction"	0.069329002172851	0.140323111384788	1
"GO:0046189"	"phenol-containing compound biosynthetic process"	0.069329002172851	0.140323111384788	1
"GO:0046638"	"positive regulation of alpha-beta T cell differentiation"	0.069329002172851	0.140323111384788	1
"GO:0097720"	"calcineurin-mediated signaling"	0.069329002172851	0.140323111384788	1
"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.0705909947640424	0.141947618538541	1
"GO:0010883"	"regulation of lipid storage"	0.0705909947640424	0.141947618538541	1
"GO:0046854"	"phosphatidylinositol phosphate biosynthetic process"	0.0705909947640424	0.141947618538541	1
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	0.0711575124790046	0.142777086727353	1
"GO:0010596"	"negative regulation of endothelial cell migration"	0.0718513199102251	0.143547787837885	1
"GO:0042491"	"inner ear auditory receptor cell differentiation"	0.0718513199102251	0.143547787837885	1
"GO:0018212"	"peptidyl-tyrosine modification"	0.0723025563220003	0.144138644538697	1
"GO:0035458"	"cellular response to interferon-beta"	0.0731099797566553	0.145124092579057	1
"GO:0048016"	"inositol phosphate-mediated signaling"	0.0731099797566553	0.145124092579057	1
"GO:0031646"	"positive regulation of nervous system process"	0.074366976445907	0.146676993968842	1
"GO:0044058"	"regulation of digestive system process"	0.074366976445907	0.146676993968842	1
"GO:0061383"	"trabecula morphogenesis"	0.074366976445907	0.146676993968842	1
"GO:0046651"	"lymphocyte proliferation"	0.075385518483561	0.148190657707056	1
"GO:0043030"	"regulation of macrophage activation"	0.0756223121178687	0.148190657707056	1
"GO:0045058"	"T cell selection"	0.0756223121178687	0.148190657707056	1
"GO:0062197"	"cellular response to chemical stress"	0.075773863811375	0.148190657707056	1
"GO:0009615"	"response to virus"	0.0761628623157318	0.14859580060837	1
"GO:0022604"	"regulation of cell morphogenesis"	0.0765525116260082	0.14859580060837	1
"GO:0002820"	"negative regulation of adaptive immune response"	0.0768759889097523	0.14859580060837	1
"GO:0006826"	"iron ion transport"	0.0768759889097523	0.14859580060837	1
"GO:0051930"	"regulation of sensory perception of pain"	0.0768759889097523	0.14859580060837	1
"GO:0032943"	"mononuclear cell proliferation"	0.076942809376502	0.14859580060837	1
"GO:0071216"	"cellular response to biotic stimulus"	0.0773337532064242	0.148715943125869	1
"GO:0051235"	"maintenance of location"	0.0781175696859087	0.148715943125869	1
"GO:0002548"	"monocyte chemotaxis"	0.0781280089560928	0.148715943125869	1
"GO:0046717"	"acid secretion"	0.0781280089560928	0.148715943125869	1
"GO:0050922"	"negative regulation of chemotaxis"	0.0781280089560928	0.148715943125869	1
"GO:0051931"	"regulation of sensory perception"	0.0781280089560928	0.148715943125869	1
"GO:0071715"	"icosanoid transport"	0.0781280089560928	0.148715943125869	1
"GO:0043087"	"regulation of GTPase activity"	0.0792980812626606	0.149257105595079	1
"GO:0032731"	"positive regulation of interleukin-1 beta production"	0.0793783743887532	0.149257105595079	1
"GO:0042551"	"neuron maturation"	0.0793783743887532	0.149257105595079	1
"GO:0045682"	"regulation of epidermis development"	0.0793783743887532	0.149257105595079	1
"GO:0046470"	"phosphatidylcholine metabolic process"	0.0793783743887532	0.149257105595079	1
"GO:1903409"	"reactive oxygen species biosynthetic process"	0.0793783743887532	0.149257105595079	1
"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	0.0800882529613498	0.149698889511756	1
"GO:0002757"	"immune response-activating signal transduction"	0.0804842810250354	0.149698889511756	1
"GO:0006584"	"catecholamine metabolic process"	0.0806270873369267	0.149698889511756	1
"GO:0009712"	"catechol-containing compound metabolic process"	0.0806270873369267	0.149698889511756	1
"GO:0034340"	"response to type I interferon"	0.0806270873369267	0.149698889511756	1
"GO:0002707"	"negative regulation of lymphocyte mediated immunity"	0.0818741499271417	0.149698889511756	1
"GO:0016126"	"sterol biosynthetic process"	0.0818741499271417	0.149698889511756	1
"GO:0031424"	"keratinization"	0.0818741499271417	0.149698889511756	1
"GO:0032653"	"regulation of interleukin-10 production"	0.0818741499271417	0.149698889511756	1
"GO:0035315"	"hair cell differentiation"	0.0818741499271417	0.149698889511756	1
"GO:0042269"	"regulation of natural killer cell mediated cytotoxicity"	0.0818741499271417	0.149698889511756	1
"GO:0072678"	"T cell migration"	0.0818741499271417	0.149698889511756	1
"GO:1905517"	"macrophage migration"	0.0818741499271417	0.149698889511756	1
"GO:2000401"	"regulation of lymphocyte migration"	0.0818741499271417	0.149698889511756	1
"GO:0001933"	"negative regulation of protein phosphorylation"	0.0820746207027726	0.149770026361162	1
